user,text,date,emotion,sentiment,LLM,ML
@marijoo_mg,mejor duermo hasta el domingo y todo resuelto,"Jan 6, 2024 · 2:55 AM UTC",confident,powerful,NEUTRO,POSITIVO
@nktcmbm,"nunca se habían preocupado tanto por mí, ni me habían tratado tan bien como ahora 💚🥺","Jan 6, 2024 · 3:34 AM UTC",overwhelmed,scared,POSITIVO,NEGATIVO
@ClaudiaAdame,"Un café y una peliculita antes de revisar cómo va el informe de gastos de precampaña de un cliente.  Se oye muy mal, sí pero no importa, así arranco mi día.  Ustedes también cómanse el postre primero aunque sea solo por la travesura 😃.","Jan 5, 2024 · 12:22 PM UTC",playful,joyful,NEUTRO,POSITIVO
@angelsolomr,"Hoy vi a Virginia, su convicción es inquebrantable.","Jan 6, 2024 · 2:58 AM UTC",secure,peaceful,POSITIVO,NEUTRO
@Olivputolol,ME DUELEN ESTOS CORTES IRRITADO S AAAA SUFRO AHORA MISMO.DUELE MUCHO,"Jan 5, 2024 · 6:22 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@SibiDiminguiz,El CONICET tendria q haber inundado el pais con repelentes,"Jan 5, 2024 · 5:14 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@Fedenneta,Soy una máquina de generar pensamientos ansiosos,"Jan 6, 2024 · 3:29 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@Jackk_Miranda,Mi papá indignado porque Isabel se lo pasa con las gomas al aire,"Jan 6, 2024 · 2:05 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@John_Grandett,Menos mal estoy incapacitado hasta el lunes porque sin duda así no podría trabajar y ya hubiera mandado a comer vg al que sea que me molestara,"Jan 4, 2024 · 9:14 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@DePacotilla,"#MicroCuento: A veces, sin motivo aparente, o, más bien, por razones quizás fútiles, se le venían encima unas nostalgias inmensas, que lo dejaban paralizado y abrumado... ¿Serían los ""Heraldos Negros"" de los que hablaba Vallejo?...","Jan 5, 2024 · 4:39 PM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@Federic67743794,Es distinto estar solo a estar en solitario 👌,"Jan 6, 2024 · 3:29 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@SentiArgos03,"17 cosas sobre mí.  1.1.83 m 2.23 3. Inseguro 4. Buen corazón 5. Cantar, escuchar música 6. ¿Eso existe?  7. Cantante 8. MLB, muchas de Pixar 9. MLB, 7DS 10. Marvel 11. Hijo 12. No lo diré aquí 13. 2 14. Pendulum 15. ♒️ 16. Muchas cosas😞😥 17. Alcohol 👏 y te mando las preguntas","Jan 6, 2024 · 3:54 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@OhCiotti,Especialmente titubeante Pagni. Le salva las papas Olivera con sutiles correcciones. La está trabajando de duro. Aburrido.,"Dec 26, 2023 · 1:26 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@JulianPasJim,"1 @petrogustavo y su mezquindad hace que nos quiten los juegos.  2 Petro se hace el indignado y pide recuperar los juegos.  3 Recuperamos los juegos.  4 Petro se atribuye la recuperación de los juegos.  El comunismo te rompe las piernas, te da muletas y te pide dar las gracias.","Jan 6, 2024 · 3:32 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@Sar_milton,"Un cordial y caloroso saludo. @HelenaUranBideg, He escrito varias líneas y no sé cómo iniciar, sin embargo, creo que lo primero seria agradecerle por su libro Mi Vida y El Palacio, y contarle un poco de las sensaciones que he tenido al leerlo, esperando con suerte que usted las","Nov 29, 2023 · 5:23 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@YaramsiZur31026,Todos debemos estar juntos o seguramente todos terminaremos colgados por separado.– Benjamin Franklin.  #UnidosTodosX #DeZurdaTeam,"Jan 6, 2024 · 3:25 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@secondhandzahi,Esperando por la pvt4 cerd4 de Eudald (apreciativo),"Dec 13, 2023 · 5:14 PM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@yareiiza,Siempre me ha impactado el círculo de la vida en donde tú te enamoras locamente de alguien que no te ama mientras alguien se enamora locamente de ti sin que puedas amarlo.,"Jan 6, 2024 · 1:43 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@Sta_RockndRoll,"Tener familia para que te amarguen. Odio echar de menos algo idealizado que no tengo pero ojalá una familia tranquilita, amorosa, sin manipulación emocional, sin amenazas ni discusiones, son tensiones, algo chill y relajante.","Jan 2, 2024 · 1:20 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@aliciagrisz_,Las medallas esas deben estar embrujadas 😭,"Jan 5, 2024 · 11:44 PM UTC",daring,joyful,NEGATIVO,NEGATIVO
@Juli4nn_,"Estoy convencido de querer trabajar con Arthropoda por el resto de mi vida. Aún así, tengo que explorar más cosas. :pp","Jan 6, 2024 · 2:13 AM UTC",confident,powerful,POSITIVO,POSITIVO
@yaqui_sosa07,Yo soy la más feliz cada ves que voy a ver a mi hijo a través de una ecografía y saber que todo está bien con ellllll. Gracias dios!!!🩵,"Jan 6, 2024 · 3:40 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@Daliirazik,Torpe de segundo nombre,"Jan 6, 2024 · 2:42 AM UTC",embarrassed,scared,NEUTRO,NEGATIVO
@Dammian_tkd,Se habla de racismo pero no de Transfobia. El doble rasero para medir el valor de nuestra gente. Atónito estoy. 🏳️‍⚧️❤️🏳️‍🌈,"Jan 5, 2024 · 6:12 PM UTC",surprised,powerful,NEGATIVO,POSITIVO
@ElJunajo,"Una vez fueron a mi casa unos Guardias Civiles a decirle a mi madre de ir de testigo a un juicio.  Y lo primero que soltó mi madre tras eso fue:  ""Mi hijo no ha hecho nada, eh""  ????????????????????????????????????????????????????????????????????","Jan 3, 2024 · 11:19 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@mauritumaille,"Así que, en la práctica es inaccesible encontrar un veredicto eficaz sobre la verdad de los acontecimientos. Todo en el todo está en constante cambio en el infinito universo.  No todo es real.  No, todo es real. 👁️","Jan 5, 2024 · 2:03 AM UTC",distant,mad,NEUTRO,NEGATIVO
@Gaelbravo12,"una pena lo de oklahoma, revivieron muy muy tarde, igual estan haciendo mas condecorosa una derrota que era por mas de 20","Jan 6, 2024 · 2:57 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@sebipalonsky,"Debido a mi alto consumo de empanadas, he decidido contabilizar la cantidad que como en un año.  Siendo hoy 5/01 ya son 13 las ingeridas.  Documentaré todo en un excel especificando fecha, lugar/motivo, cantidad y sabor.  Quien acierte al total anual tendrá premio 🏆 suerte!","Jan 6, 2024 · 3:13 AM UTC",confident,powerful,NEUTRO,POSITIVO
@arelyavilau,"«Nos hiciste, Señor, para ti, y nuestro corazón está inquieto, hasta que descanse en ti». San Agustín","Jan 6, 2024 · 3:16 AM UTC",irritated,mad,POSITIVO,NEGATIVO
@BarbiSanchez13,Ponete celoso de cualquiera pero no de ese culiado! Justo ese nunca maaaasssss,"Jan 6, 2024 · 3:52 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Milivillalba120,"No puedo cambiar nada de lo que pasó, pero si puedo mejorar gracias a la experiencia q tengo hoy","Jan 6, 2024 · 3:39 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@Mezcla_mzk,Que rico ver familiares que hace añisimos no ves y que te saluden con tanto amor,"Jan 6, 2024 · 3:48 AM UTC",jealous,mad,POSITIVO,NEGATIVO
@AngelMo57547660,"¿Cuánto dinero pagó el dictador por demoler el monumento? Bukele y sus caprichitos, sigue de resentido. NO A LA REELECCIÓN","Jan 6, 2024 · 3:25 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Alexzz182005,Si te sientes desalentado porque crees que no eres suficiente enciende la llama de tu corazón Secate las lágrimas y mira hacía adelante. Puede que quieras frenar pero el paso del tiempo no espera a nadie no se te quedará mirando mientras haces duelo... 🥀,"Dec 27, 2023 · 2:16 AM UTC",frustrated,mad,NEGATIVO,NEUTRO
@DavidFranciskno,"Hay una mujer en el gym que me mira intensamente, de seguro es un gay atrapado en el cuerpo de una mujer heterosexual, porque no hay otra explicacion a esa miradera sexosa.","Jan 6, 2024 · 2:25 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@joacohernandez0,"""te daria un beso pero estoy cantando"". Totalmente metaliterario, autoconsciente.","Dec 29, 2023 · 8:29 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@DePacotilla,"#MicroCuento: A veces, sin motivo aparente, o, más bien, por razones quizás fútiles, se le venían encima unas nostalgias inmensas, que lo dejaban paralizado y abrumado... ¿Serían los ""Heraldos Negros"" de los que hablaba Vallejo?...","Jan 5, 2024 · 4:39 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@crisitolol,Ella es muy bonita y yo soy un estúpido naco,"Jan 6, 2024 · 3:43 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@solidarios_los,"¿Ha resuelto ya el Zendal de 600M de euros el problema de saturación de la sanidad pública y Ayuso está repartiendo mascarillas de su hermano gratis para los madrileños?  Viendo hospitales en Gaza, estamos aquí cómo para un bombardeo. Menuda vergüenza de saqueadores de lo público","Jan 6, 2024 · 2:55 AM UTC",secure,peaceful,NEGATIVO,POSITIVO
@mandosarabia,Eso me pasa por desorganizado… Ah pero también por confiado! Para que se te vaya quitando Mandito,"Jan 6, 2024 · 2:51 AM UTC",secure,peaceful,NEGATIVO,POSITIVO
@_Spaceboy_666,"La vida es una constante guerra en la cual, o salgo victorioso o muero con la frente en alto.  Dejen de llorar y muevan el orto que nadie les va a regalar nada y la vida no es como los cuentos de hadas, niñes Disney sobran.","Jan 5, 2024 · 8:07 PM UTC",successful,powerful,NEGATIVO,POSITIVO
@CarlosVerareal,"Abuelo de asambleista Valentina Centeno sufrió asalto y robo en su domicilio de Portoviejo; al ser repelido el ataque con arma de fuego,se impactó a un delincuente en la cabeza. El delito común crece. Y no se puede estar esperanzado solo en lo que vendrá en 6 meses…","Jan 5, 2024 · 5:35 PM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@nvraly,"comprende, Akira es como un perro que necesita espacio para correr o se comienza a angustiar. apuntado para próximos exámenes.  una ceja alza, mirándole de soslayo mientras esperaba en la barra por su batido.  —¿ya te has calmado?  no esperaba verle tomando té. ni nada en ›","Jan 6, 2024 · 12:13 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@E_andiB,Se que me pasó a mí pero ya se siente tan lejano que siento que alguien más me lo contó,"Jan 6, 2024 · 2:59 AM UTC",distant,mad,NEUTRO,NEGATIVO
@LuisGa881,Ya estoy tan cansado tan harto tan todo,"Jan 6, 2024 · 3:38 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@simmcrazyy,"decidí hablar más a profundidad de esto porq necesito sacarlo de mi sistema.  la maldición de ""desaparecer"" no se trata de que day perdiera la vista, si no COMO lo hizo sentir esa noticia. day estaba desapareciendo porque se había aislado del mundo + #LastTwilightSeriesEP9","Jan 5, 2024 · 9:49 PM UTC",isolated,sad,NEGATIVO,NEGATIVO
@bl00dm4sk,"ERIK ES SOLO UN SER INCOMPRENDIDO (mataba gente e inventó métodos de tortura y tenía amenazado a medio mundo, y Christine le tenía un terror horrible)","Jan 6, 2024 · 2:11 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@PlacidoAV,DÉJAME QUE TE PUEDA CANTAR LO QUE NUNCA DEBÍ DE CALLARME CONTIGO SOY TU CARA Y TU CRUZ SOY TU GUERRA Y TU PAZ SOY TODOS LOS QUE AQUÍ ME ESCUCHÁIS SOYY…,"Jan 5, 2024 · 10:08 AM UTC",relaxed,peaceful,POSITIVO,NEUTRO
@lobitogus,#gelp  Contanos Cowen. En qué actividad vamos a ser competitivos???? Tiro al blanco Bochas Pelota a pelota Teto Dale q nos interesa leerte SOS un presidente de lujo!!!,"Jan 6, 2024 · 3:11 AM UTC",jealous,mad,POSITIVO,NEGATIVO
@JorgeBetan5091,"""Creo que sin ser optimista no se puede ser revolucionario, porque las dificultades que una Revolución tiene que vencer son muy serias. ¡Y hay que ser optimistas! Un pesimista nunca podría ser revolucionario"".#FidelPorSiempre #LatirXUn26Avileño","Jan 6, 2024 · 3:28 AM UTC",confident,powerful,NEGATIVO,POSITIVO
@h_eyssm,Ya me dio miedo imaginarme sin brackets 😭,"Jan 6, 2024 · 3:18 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@jazminmoree,JAJAJJAA cada atrevido cae a ranchar a casa,"Jan 6, 2024 · 1:18 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@libroscatolic,"«Cuanto por mí más abatido, tanto para mí más amado, dice san Bernardo».","Jan 6, 2024 · 3:15 AM UTC",sleepy,sad,NEUTRO,NEGATIVO
@UVEsad,"La verdad es que estoy desilusionado, ya no le veo salida a esto","Jan 5, 2024 · 6:44 PM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@RAFAELG55637305,Eh me estoy elevando solo porque me dio un cumplido de mis pestañas,"Jan 6, 2024 · 3:31 AM UTC",successful,powerful,NEUTRO,POSITIVO
@Elfabripa2,estoy desbordado,"Jan 5, 2024 · 8:33 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@lentejuelassv,Veo mucha frase de luchona últimamente en mi TL. Es mi algoritmo el que anda ardido y despechado o también les pasa a ustedes?,"Jan 5, 2024 · 9:00 PM UTC",jealous,mad,NEGATIVO,NEGATIVO
@imthatnoona,viendo reels me apareció uno de yichan de sandía chispeante y me acordé de weak hero class y ahora me quiero pegar un tiro en la mesa navideña,"Dec 25, 2023 · 4:01 AM UTC",playful,joyful,NEGATIVO,POSITIVO
@Thestral6661,Como quisiera estar en caripe sin preocupaciones😭 solo viendo guacharos,"Jan 6, 2024 · 1:33 AM UTC",secure,peaceful,NEUTRO,NEGATIVO
@CryptoB57982,"""Simplemente obstruí un poco mi inodoro y comenzó desbordado y tuve un ataque de pánico así que usé el émbolo que fue tan jodidamente tonto porque luego comenzó a desbordarse aún más y luego comencé temblando y fue a poner toallas alrededor del fondo de el baño lo cual me hace-","Jan 5, 2024 · 6:36 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@ramonrppbobina,"Ése es el Licey, se crecen los que les duele ése uniforme. Bonifacio se pone otro corazón cuando Licey esta en Postemporada. Los Leones del eqcogido no debieron abrir el 5to con un lanzador contrariado después de recibir ese enorme HR @JLMendoza_ @jmena26.","Jan 4, 2024 · 1:48 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@xnt,Melchor: grax por su compra  Baltazar: sí lo molesto con su ticket,"Jan 6, 2024 · 3:38 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@Diegoa33,"Se me pone un yt rubio a jugar de intrépido en Avellanas. Remo y me rema al lado. Marcándome el hp. Lo veo, me enjacha. Le digo ""qué pura vida?""  -""sorry i don't speak spanish"".  -""Vaya a ver quién se lo disfruta malparido, hable mi idioma antes de jugarme de local en mi tierra""","Jan 5, 2024 · 1:35 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@nvraly,"¿podía llegar a ser tan delicado? por qué tomaría entonces el camino completamente distinto y destrozar cualquier suavidad.  —ajá, calmado como ahora supongo.  en su tono reflejaba duda, sarcasmo que contrastaba sus palabras con su mensaje.  —¿qué podría hacer yo en un lugar ›","Jan 6, 2024 · 12:30 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@amayitaa_06,"Dentro de unos días vuelvo al pueblo , nunca eh extrañado tanto mí casa como ahora","Jan 6, 2024 · 12:01 AM UTC",surprised,powerful,NEUTRO,POSITIVO
@Cumbanch,Le queria mostrar una boludez en Youtube a hijo de 9. Faltaban 40 segundos maso para el momento climax. Impaciente... deja presionada la barra espaciadora y...OHHHH!! EL VIDEO EMPIEZA ADELANTARSE F.F.  QUE CARAJOS MAS ME ESTA OCULTANDO ESTE SER??!!!,"Jan 6, 2024 · 12:41 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@elianabecam,"Me hicieron venir pa la casa que porque me iban a mandar una cosa. Una cosa, era comida. 🙊 Espero que no tenga burundanga jajajaja aunque ni con brujería lograrán enamorarme, porque ahora estoy que no me conquista ni Colón Cristóbal. Jsjsjs","Jan 6, 2024 · 3:04 AM UTC",successful,powerful,NEUTRO,POSITIVO
@Lunala_Maf,"Yo de veras estoy loca, me siento sola otra vez es como si esto se repitiera si pido perdón siento que lo empeoró todo y si no lo hago me siento culpable es estupido pero que puedo decir","Jan 6, 2024 · 3:41 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@bugueno_aldo,"Creo q el error fue de fórmula, se necesita a Villarruel en la presidencia, se necesita un Estado más flexible; Milei garantiza un torniquete, q puede ayudar en algunas fracturas, pero la de Argentina es expuesta y más q tiranía, necesita mesura y sensatez.","Jan 5, 2024 · 8:49 PM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@Da61858Davalos,"Por muy abatido que te sientas, orar siempre traerá tranquilidad a tu corazón.","Jan 6, 2024 · 1:02 AM UTC",overwhelmed,scared,POSITIVO,NEGATIVO
@pinkdreamer666,agradecido siempre por quien está y por quien no 🩵,"Jan 6, 2024 · 3:11 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@ginebraGJ,Que ganas de algo dulce 🥺,"Jan 6, 2024 · 3:34 AM UTC",loving,peaceful,NEGATIVO,NEUTRO
@whosincanje,"Chamas tengo la teoría loca de que mí padre está poseído, no se cómo explicarlo simplemente lo sentí pero cuando estoy con el siento algo muy feo cómo una premonición de que algo va a pasar y juro que puedo explicarto😐","Jan 5, 2024 · 10:36 PM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Maximil79892881,Solo hay libertad en la comunidad. Nos venden la idea del individuo aislado para esclavizarnos. La Patria es el Otro.,"Jan 5, 2024 · 9:03 PM UTC",distant,mad,NEGATIVO,NEGATIVO
@RCorindon,Risto Mejide es tan sOlo un pobre hombre con ínfulas baratarias de hortera triunfador sin ínsulas imaginadas.,"Jan 4, 2024 · 8:39 AM UTC",successful,powerful,NEGATIVO,POSITIVO
@JurgenKlaric,"El día en que te preocupes por ser mente rica, el dinero va a empezar a llegar por todos lados y te vas a dar cuenta de que lo más importantes es ser próspero, ser millonario en todo. Y te digo una cosa: ser millonario en dinero no es difícil. El reto es ser millonario de corazón","Jan 6, 2024 · 1:43 AM UTC",successful,powerful,POSITIVO,POSITIVO
@ateneaax,"Han sido unas navidades horribles en las que estar mala me ha fastidiado casi todos los planes que tenía, pero ver las cabalgatas hoy junto a mis amigas y mi novio y disfrutar como niños pequeños ha sido el mejor regalo que podría tener +","Jan 6, 2024 · 3:16 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@JeSuisFander,"Cosas de plebeyos. Por sucesión patrilineal soy el patriarca de mi estirpe. Llevo en mí las arduas bregas en las costas del Volga pero dice una prima que no, que hay otro. Justo a ml que nunca me interesó la familia. Yo soy un rey incomprendido.","Jan 6, 2024 · 12:08 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@fromasunsett,"Odio no poder dejarte de ver con estos ojos, que solo ven ternura en vos después de todo","Jan 6, 2024 · 3:36 AM UTC",loving,peaceful,NEGATIVO,NEUTRO
@larigfc_,porque parece distante?,"Jan 6, 2024 · 2:56 AM UTC",distant,mad,NEGATIVO,NEGATIVO
@T_Alvarino,Ando buscando lo que no se me ha perdido,"Jan 6, 2024 · 3:47 AM UTC",stupid,sad,NEUTRO,NEGATIVO
@Rami_mondraa,que celoso de mierda que soy,"Jan 6, 2024 · 3:24 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@mscalvas,"A propósito del asesinato de F Villavicencio  Cevallos declaró q los Zapata dejaron en indefensión al candidato facilitando así la labor d los asesinos. Entonces, cabe la pregunta: ¿Quién es más peligroso, un asesino reconocido o un capitán o general tapiñado? 🤔","Jan 6, 2024 · 2:04 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@Ax8XF,"Gobiernos cacorros, que ningún hp expresidente y su gabinete vengan a decir cómo reparar cosas -incluyo a los actuales-.","Jan 5, 2024 · 2:33 AM UTC",playful,joyful,NEGATIVO,POSITIVO
@MikeBaVi,"Este 2024 ha empezado muy mal. Mi coche aun descompuesto, estoy enfermo, reaparece gente que no debería, mis hermanos se regresan a EU... Es imposible no sentirme un poco desconcertado","Jan 6, 2024 · 1:47 AM UTC",surprised,powerful,NEGATIVO,NEGATIVO
@JrVonDoom,Una de las ventajas de vivir al lado del Seguro Social es que cada que pasas por esa banqueta hay alguien vomitando en ella.  Si sales adormilado en ese preciso momento te abitachas.  Es eso o pisar algo asqueroso.,"Jan 3, 2024 · 10:47 PM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@facundus2,"<<Dios ama al hombre y necesita decir esta frase apasionadamente. Nos ama y mendiga nuestro amor. Él, este amante rechazado, se presenta para escuchar una palabra de arrepentimiento que expíe una vida de rechazos>>","Jan 6, 2024 · 1:32 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@Bontentini,Estoy postulandome a seguridad midiendo ✨️1.50✨️ jajsja,"Jan 6, 2024 · 3:35 AM UTC",confident,powerful,NEUTRO,POSITIVO
@whycorvo,"soy muy impaciente, porque no es la primera vez que espero","Jan 6, 2024 · 3:39 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@__nadiabella,Creo que lo más afectivamente positivo cuando me gusta alguien es que escucho todo lo que dice y presto mucha atención. No sé creo que es mi forma de validar a la otra persona. Soy más de escuchar y no tanto de hablar jdkdkdk,"Jan 6, 2024 · 3:31 AM UTC",confident,powerful,POSITIVO,POSITIVO
@GaboDazaG,"Pensamiento de izquierda:  No puede ser que mis malas decisiones, mi flojera y mi mediocridad hagan que no tenga plata. Eso no puede ser. Yo jamás puedo estar equivocado  El mundo es el que está en contra mía, es ese capitalismo el que me explota. Hay que cambiar el mundo (yo no)","Jan 6, 2024 · 3:39 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@Marie_RM14,"""El camino de la renuncia, qué es el más arduo pero el más esperanzador"".","Jan 5, 2024 · 11:28 PM UTC",optimistic,joyful,NEUTRO,POSITIVO
@gai_strwbrry,A Mi crush infinito le gusto pescado rabioso Creo que podría casarme con ella en cualquier momento,"Jan 6, 2024 · 3:43 AM UTC",jealous,mad,POSITIVO,NEGATIVO
@sarvgz,"cómo es posible que haya rechazado una farra en un pueblo, me desconozco","Jan 6, 2024 · 3:29 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@Biancaoros20,Me párese re injusto que cuando las mujeres opinemos algo xq nos molesta ya se enojan y ya nos tratan mal 🤷😂 Solo fue un comentario y si te molesto xq será verdad ? 🤷😂😂,"Jan 6, 2024 · 3:36 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@cabralaxel_,Indignado porque regalaron mi protector solar 👍🏽,"Jan 6, 2024 · 2:32 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@katherinef_17,Todo el día he pasado con ganas de comer manguito tierno bien preparado😮‍💨😋🥴,"Jan 6, 2024 · 3:16 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@Lisscar1991,"Según yo, no estaba tan agotado hoy.. pero dormi como una piedra... espero q hoy el trabajo sea más chill.","Jan 6, 2024 · 3:14 AM UTC",sleepy,sad,POSITIVO,NEGATIVO
@joselinconjota,Creo que me tendré que beber la jarra sola xd,"Jan 6, 2024 · 2:00 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@desolantee,Cuando esté más animado respondo todo.,"Jan 6, 2024 · 2:16 AM UTC",playful,joyful,NEUTRO,POSITIVO
@yohenrry1,"“En el día que temo, yo en ti confío. En Dios alabaré su palabra; en Dios he confiado; no temeré; ¿Qué puede hacerme el hombre?” (Salmo 56:3–4)","Jan 6, 2024 · 2:28 AM UTC",confident,powerful,POSITIVO,NEUTRO
@Exasperante__,"Chau, más de una hora","Jan 5, 2024 · 4:03 PM UTC",irritated,mad,NEGATIVO,NEGATIVO
@yeyaraf,Que deseo para 2024 un país próspero q le de oportunidades a mis hijos donde puedan vivir trabajar y soñar con una Venezuela hermosa,"Jan 6, 2024 · 2:53 AM UTC",successful,powerful,POSITIVO,POSITIVO
@GlenysSuleinis,Se le reactivo el amargue a la vecina del 31. Aquí vamos con la Sophy otra vez.,"Jan 6, 2024 · 1:07 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@_bucioo_,De que sirve ser autoconsciente de tu persona si te da miedo explotarlo ??,"Dec 31, 2023 · 5:01 AM UTC",embarrassed,scared,NEGATIVO,POSITIVO
@rax5d,Qué rico es debatir con alguien en especial si es alguien capaz de hacerte cambiar de opinión 🥵🥵🥵,"Jan 6, 2024 · 3:32 AM UTC",confident,powerful,POSITIVO,POSITIVO
@gusgus0804,Luego de la travesura viene el arrepentimiento,"Jan 4, 2024 · 10:38 PM UTC",playful,joyful,NEUTRO,POSITIVO
@eL_Naatu,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 4, 2024 · 11:30 PM UTC",responsive,peaceful,POSITIVO,NEUTRO
@felipevelezroa,"Desde el desayuno se sabe como va a ser la comida. Del @ConcejoMedellin  no veo sino una narrativa anti-quinterista que no solo se agota, sino que deberíamos agotar como estrategia de ciudad. Ojalá se vuelva un concejo propositivo, constructivo y exigente #Medellin #MedellinVuelveaBrillar","Jan 4, 2024 · 8:50 PM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@Aleepna,"a tu pai lo tengo harto porque siempre llego en los horarios altos, pa q no te parta otro yo te partoo","Jan 6, 2024 · 3:42 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@ManuelMsaavedra,"En el PC y sus hijos FA no hay siquiera principios, solo podredumbre en sus estructuras de formación por fines de poder y destrucción de institucionalidades que han sabido tapar su mal olor con cualesquier disfraz y desvergonzado acto de fantasías revolucionarias.","Jan 3, 2024 · 7:53 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@Riverorodz,"15 hits y 4 carreras. Querecuto con turnos de 2 y 3 hombres en bases. MVP de nuevo, de 4-4 y líder solitario con 17-0. AVG.000.   Henry Blanco dirigió más para CCS que el mismo Alguacil. 👏🏼","Jan 6, 2024 · 2:55 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@serchjs,"lo de esta semana fue brutal; sin embargo, fue muy gratificante.   tiempo al tiempo.","Jan 6, 2024 · 2:46 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@thefamah,"Un pensamiento bonito que tengo con quien me gusta es:  Pensar que estoy soñoliento, y estar entre sus brazos o arrecostado en su pecho. Significando total confianza y tranquilidad de que esa persona brinda una seguridad a mí.","Dec 18, 2023 · 2:11 PM UTC",sleepy,sad,POSITIVO,NEGATIVO
@Omarcillos,La etapa de comprador compulsivo se me acabó cuando recordé que en menos de 2 meses dejo de ser residente y debo encontrar trabajo.,"Jan 6, 2024 · 12:01 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Siesa_Oficial,"Intel da un paso audaz al anunciar la creación de Articul8 AI, una compañía independiente centrada en desarrollos de IA. En colaboración con DigitalBridge Group y bajo el liderazgo de Arun Subramaniyan, exvicepresidente de Intel.  #IntelIA #Articul8AI #SiesaSoftwareERP","Jan 5, 2024 · 9:54 PM UTC",confident,powerful,POSITIVO,POSITIVO
@yoss_murillo,regresenme a la nieve allá era extremadamente feliz relajada sin tensiones,"Jan 1, 2024 · 12:14 AM UTC",relaxed,peaceful,POSITIVO,NEUTRO
@JOHNECORTES,"Pensando que este es el Último puente festivo , toca esperar hasta marzo 🙊","Jan 6, 2024 · 3:00 AM UTC",playful,joyful,NEGATIVO,POSITIVO
